place,other,relation,source
ir-cheshmeh-sar,ir-eslam-abad-14,near,osm
ir-cheshmeh-sar,ir-shen-chal,near,osm
ir-eslam-abad-14,ir-n11505477731,near,osm
ir-koochaksara,ir-n13563602211,near,osm
ir-koochaksara,ir-ghaem-mahalle,near,osm
ir-kebrit-mahaleh,ir-ghaem-mahaleh,near,osm
ir-kebrit-mahaleh,ir-abendansar,near,osm
ir-ghaem-mahalle,ir-n13563613433,near,osm
ir-ghaem-mahalle,ir-kebrit-mahaleh,near,osm
ir-ghaem-mahalle,ir-ghaem-mahaleh,near,osm
ir-n5884575554,ir-abendansar,near,osm
ir-n5884575554,ir-kebrit-mahaleh,near,osm
ir-dokhaniat-2,ir-n13563613433,near,osm
ir-dokhaniat-2,ir-ghaem-mahaleh,near,osm
ir-dokhaniat-2,ir-siahkola,near,osm
ir-saheb-zaman,ir-ghaemieh,near,osm
ir-saheb-zaman,ir-n11593887361,near,osm
ir-saheb-zaman,ir-darzikola,near,osm
ir-siahkola,ir-ghaem-mahaleh,near,osm
ir-siahkola,ir-n13563613433,near,osm
ir-ghaemieh,ir-darzikola,near,osm
ir-ghaemieh,ir-n11593887361,near,osm
ir-darzikola,ir-n11593887361,near,osm
ir-malek-kola,ir-n11533754613,near,osm
ir-malek-kola,ir-siahkola,near,osm
ir-abendansar,ir-ghaem-mahaleh,near,osm
ir-n11533754613,ir-siahkola,near,osm
ir-n11533754613,ir-eskandarkola,near,osm
ir-n13563602211,ir-n11505477731,near,osm
ir-n13563613433,ir-ghaem-mahaleh,near,osm
ir-emamzadeh-abdollah-2,ir-n4413928589,near,osm
ir-kelarabad,ir-amirdasht-town,near,osm
ir-kelarabad,ir-n13161546772,near,osm
ir-kelarabad,ir-n7579453947,near,osm
ir-amirdasht-town,ir-n13161546772,near,osm
ir-amirdasht-town,ir-n7579453947,near,osm
ir-n7579453947,ir-n13161546772,near,osm
ir-chamkhaleh,ir-n2687923379,near,osm
ir-n3963813859,ir-n3963813864,near,osm
ir-n3963813859,ir-n3963813860,near,osm
ir-n3963813859,ir-n3963813861,near,osm
ir-n3963813860,ir-n3963813861,near,osm
ir-n3963813860,ir-n3963813864,near,osm
ir-n3963813861,ir-n3963813864,near,osm
ir-n3963813862,ir-n3963813863,near,osm
ir-n3963813862,ir-n3963813864,near,osm
ir-n3963813862,ir-n3963813859,near,osm
ir-n3963813863,ir-n3963813864,near,osm
ir-n3963813863,ir-n3963813859,near,osm
ir-goldis-town,ir-n6167930105,near,osm
ir-goldis-town,ir-n7190557605,near,osm
ir-goldis-town,ir-hasht-behesht-town,near,osm
ir-milad-town,ir-n7140880757,near,osm
ir-milad-town,ir-n7142600198,near,osm
ir-milad-town,ir-n7142600197,near,osm
ir-hasht-behesht-town,ir-shahrak-motahari-2,near,osm
ir-hasht-behesht-town,ir-n7142600203,near,osm
ir-shahrak-motahari-2,ir-n7142600203,near,osm
ir-shahrak-motahari-2,ir-n7142600197,near,osm
ir-n4909602780,ir-n7142600202,near,osm
ir-n4909602780,ir-n7140728447,near,osm
ir-n4909602780,ir-n7190557611,near,osm
ir-n5207121425,ir-n11879176076,near,osm
ir-n5207121425,ir-n5236952421,near,osm
ir-n5207121425,ir-n7142600205,near,osm
ir-n5236952421,ir-n11879176076,near,osm
ir-n5236952421,ir-n7142600205,near,osm
ir-n5259188533,ir-n7140767503,near,osm
ir-n5259188533,ir-n5259192749,near,osm
ir-n5259188533,ir-n7142600200,near,osm
ir-n5259192749,ir-n7141671575,near,osm
ir-n5259192749,ir-n7140767503,near,osm
ir-n6167930105,ir-n7142600203,near,osm
ir-n6167930105,ir-hasht-behesht-town,near,osm
ir-n7084501162,ir-n7142600204,near,osm
ir-n7084501162,ir-n7140728448,near,osm
ir-n7084501162,ir-n7142600205,near,osm
ir-n7140728447,ir-n7190557611,near,osm
ir-n7140728447,ir-n7142600201,near,osm
ir-n7140728448,ir-n7142600194,near,osm
ir-n7140728448,ir-n7142600204,near,osm
ir-n7140767503,ir-n7190557610,near,osm
ir-n7140767503,ir-n7142600200,near,osm
ir-n7140880757,ir-n7142600198,near,osm
ir-n7140880757,ir-n7142600197,near,osm
ir-n7141671575,ir-n7142600205,near,osm
ir-n7141671575,ir-n7142600204,near,osm
ir-n7142600194,ir-n7142600195,near,osm
ir-n7142600194,ir-n7142600198,near,osm
ir-n7142600195,ir-n7142600198,near,osm
ir-n7142600195,ir-n7140880757,near,osm
ir-n7142600196,ir-n7142600199,near,osm
ir-n7142600196,ir-n7142600202,near,osm
ir-n7142600196,ir-n7142600197,near,osm
ir-n7142600197,ir-n7142600198,near,osm
ir-n7142600199,ir-n7142600202,near,osm
ir-n7142600199,ir-n7190557611,near,osm
ir-n7142600200,ir-n7142600201,near,osm
ir-n7142600200,ir-n7190557610,near,osm
ir-n7142600200,ir-n7140728447,near,osm
ir-n7142600201,ir-n7190557611,near,osm
ir-n7142600202,ir-n7190557611,near,osm
ir-n7142600203,ir-n7142600202,near,osm
ir-n7142600203,ir-n7142600196,near,osm
ir-n7142600204,ir-n7142600205,near,osm
ir-n7190557605,ir-n6167930105,near,osm
ir-n7190557605,ir-hasht-behesht-town,near,osm
ir-n7190557610,ir-n7190557611,near,osm
ir-n7190557610,ir-n7142600199,near,osm
ir-n11879176076,ir-n7142600205,near,osm
ir-emam-hoseyn-town,ir-n5119499621,near,osm
ir-n2891222501,ir-n5792156672,near,osm
ir-n2891222501,ir-n8583945351,near,osm
ir-n2891222501,ir-n5792156671,near,osm
ir-camp-e-sahar,ir-shahrake-sadaf,near,osm
ir-camp-e-sahar,ir-n11110373958,near,osm
ir-n4396063802,ir-n8656102365,near,osm
ir-n4396063802,ir-n4509071192,near,osm
ir-n4396063802,ir-kish,near,osm
ir-n4509071192,ir-n8656102365,near,osm
ir-n4509071192,ir-shahrake-sadaf,near,osm
ir-n4509071192,ir-kish,near,osm
ir-n5792156671,ir-n8583945351,near,osm
ir-n5792156671,ir-n5792156672,near,osm
ir-n5792156672,ir-n8583945351,near,osm
ir-n8656102365,ir-kish,near,osm
ir-shahrake-sadaf,ir-kish,near,osm
ir-shahrake-sadaf,ir-n8656102365,near,osm
ir-n11110373958,ir-karaneh-residential-towers,near,osm
ir-n11110373958,ir-persian-residential-towers,near,osm
ir-n11110373958,ir-n8583945351,near,osm
ir-persian-residential-towers,ir-karaneh-residential-towers,near,osm
ir-persian-residential-towers,ir-n5792156671,near,osm
ir-karaneh-residential-towers,ir-n5792156671,near,osm
ir-sarableh,ir-n6422866685,near,osm
ir-tezerjan,ir-n7331133046,near,osm
ir-tezerjan,ir-n7331133047,near,osm
ir-n7319610183,ir-n7321764189,near,osm
ir-n7319610183,ir-n7319654816,near,osm
ir-n7319610183,ir-n7319654785,near,osm
ir-n7319654785,ir-n7331098164,near,osm
ir-n7319654785,ir-n7321764189,near,osm
ir-n7319654785,ir-n7331133044,near,osm
ir-n7319654816,ir-n7321764189,near,osm
ir-n7319654816,ir-n7331133044,near,osm
ir-n7321743277,ir-n7331098164,near,osm
ir-n7321743277,ir-n7319654785,near,osm
ir-n7321743277,ir-n7331133044,near,osm
ir-n7321764189,ir-n7331098164,near,osm
ir-n7331098164,ir-n7331133044,near,osm
ir-n7331133044,ir-n7321764189,near,osm
ir-n7331133046,ir-n7331133047,near,osm
ir-zibashahr-3,ir-n13563690106,near,osm
ir-zibashahr-3,ir-n13563662435,near,osm
ir-n5411833722,ir-n13563691718,near,osm
ir-n5411833722,ir-n9869770180,near,osm
ir-n5411833722,ir-n5763904721,near,osm
ir-n5763904721,ir-n13563688947,near,osm
ir-n9869770180,ir-n13563691718,near,osm
ir-n13563662435,ir-n13563688946,near,osm
ir-n13563688946,ir-n13563688947,near,osm
ir-n13563690106,ir-n13563691718,near,osm
ir-n3008079201,ir-n3008083662,near,osm
ir-n3008079201,ir-n5985264680,near,osm
ir-n3008079201,ir-n5822421602,near,osm
ir-n3008079203,ir-n7997941785,near,osm
ir-n3008079203,ir-n11332725000,near,osm
ir-n3008079203,ir-n5822420556,near,osm
ir-n3008080035,ir-n5985264680,near,osm
ir-n3008080035,ir-n3008083662,near,osm
ir-n3008080035,ir-n3009785682,near,osm
ir-n3008083662,ir-n5985264680,near,osm
ir-n3008083662,ir-n6010520708,near,osm
ir-n3009785682,ir-n3009786210,near,osm
ir-n3009785682,ir-n5822425330,near,osm
ir-n3009785682,ir-n7997812681,near,osm
ir-n3009786210,ir-n5822425330,near,osm
ir-n3009786210,ir-n7997812681,near,osm
ir-n3009789362,ir-n3008079203,near,osm
ir-n3009789362,ir-n11332725000,near,osm
ir-n3009789362,ir-n7997941785,near,osm
ir-n5822414540,ir-138,near,osm
ir-n5822414540,ir-n5822421602,near,osm
ir-n5822414540,ir-n6010520708,near,osm
ir-n5822420555,ir-n11332725000,near,osm
ir-n5822420555,ir-n3008080035,near,osm
ir-n5822420555,ir-n3008079201,near,osm
ir-n5822420556,ir-n7997941785,near,osm
ir-n5822420556,ir-n7997812681,near,osm
ir-n5822420556,ir-n5822425330,near,osm
ir-n5822421602,ir-138,near,osm
ir-n5822421602,ir-n6010520708,near,osm
ir-n5822425330,ir-n7997812681,near,osm
ir-n5822476529,ir-n5822425330,near,osm
ir-n5822476529,ir-n3009786210,near,osm
ir-n5822476529,ir-n7997812681,near,osm
ir-n5822483161,ir-n5822476529,near,osm
ir-n5822483161,ir-n3009786210,near,osm
ir-n5822483161,ir-n5822483162,near,osm
ir-n5822483162,ir-n5822476529,near,osm
ir-n5822483162,ir-n5822425330,near,osm
ir-n5985264680,ir-n6010520708,near,osm
ir-n6010520708,ir-138,near,osm
ir-n7997812681,ir-n7997941785,near,osm
ir-n11332725000,ir-n7997941785,near,osm
ir-modarres-2,ir-n4738272432,near,osm
ir-modarres-2,ir-n4738272433,near,osm
ir-modarres-2,ir-n8490804380,near,osm
ir-n4738272432,ir-n8490804380,near,osm
ir-n4738272432,ir-n4738272433,near,osm
ir-n4738272433,ir-n8491167002,near,osm
ir-n6654436355,ir-n12463270399,near,osm
ir-n8490804380,ir-n8491063469,near,osm
ir-n8491063469,ir-n4738272432,near,osm
ir-n8491063469,ir-n8491167002,near,osm
ir-n8491167002,ir-n4738272432,near,osm
ir-n8491167002,ir-n8490804380,near,osm
ir-n8491167002,ir-modarres-2,near,osm
ir-chahak-3,ir-n3023778058,near,osm
ir-n3029394058,ir-2-3,near,osm
ir-n3029394058,ir-taavon-2,near,osm
ir-n3029394058,ir-n5898607490,near,osm
ir-taavon-2,ir-n7179546014,near,osm
ir-taavon-2,ir-2-3,near,osm
ir-n5898607490,ir-2-3,near,osm
ir-n5898607490,ir-n6832644453,near,osm
ir-n6832644453,ir-n10675801939,near,osm
ir-n6832644453,ir-n10660843037,near,osm
ir-n7179546014,ir-n3029394058,near,osm
ir-n7179546014,ir-n10660843032,near,osm
ir-n9904080622,ir-n10660843034,near,osm
ir-n9904080622,ir-n10660843033,near,osm
ir-n9904080622,ir-n7179546014,near,osm
ir-n10660843032,ir-n3029394058,near,osm
ir-n10660843032,ir-taavon-2,near,osm
ir-n10660843033,ir-n10660843034,near,osm
ir-n10660843033,ir-n10660843036,near,osm
ir-n10660843033,ir-n10660843037,near,osm
ir-n10660843034,ir-n10660843036,near,osm
ir-n10660843036,ir-n10660843037,near,osm
ir-n10660843036,ir-n10675801939,near,osm
ir-n10660843037,ir-n10675801939,near,osm
ir-n10660843037,ir-2-3,near,osm
ir-n10675801939,ir-2-3,near,osm
ir-n3042225667,ir-n3042225668,near,osm
ir-n3042225667,ir-n3042225669,near,osm
ir-n3042225668,ir-n3042225669,near,osm
ir-dehdez,ir-n4471108158,near,osm
ir-dehdez,ir-kooye-ab-va-nirooye-dehdez,near,osm
ir-kooye-ab-va-nirooye-dehdez,ir-n4471108158,near,osm
ir-babashekhali,ir-n3070560832,near,osm
ir-babashekhali,ir-kale-mosalman,near,osm
ir-n3070560832,ir-kale-mosalman,near,osm
ir-n3070560832,ir-n9923922786,near,osm
ir-kale-mosalman,ir-n9923922786,near,osm
ir-garmase,ir-n8310252114,near,osm
ir-garmase,ir-n5141558203,near,osm
ir-garmase,ir-n13895850182,near,osm
ir-n5141558203,ir-n8310252114,near,osm
ir-n5141558203,ir-n13895850182,near,osm
ir-n8310252114,ir-n13895850182,near,osm
ir-n3072236860,ir-n3072266593,near,osm
ir-n3072236860,ir-n3072257584,near,osm
ir-n3072236860,ir-n3072257585,near,osm
ir-n3072236862,ir-n9883270248,near,osm
ir-n3072236862,ir-n3072257578,near,osm
ir-n3072236862,ir-n3072236860,near,osm
ir-n3072257578,ir-n11278416559,near,osm
ir-n3072257578,ir-n3072257580,near,osm
ir-n3072257580,ir-n11278416559,near,osm
ir-n3072257580,ir-n3072236862,near,osm
ir-n3072257584,ir-n3072266593,near,osm
ir-n3072257584,ir-n3072257585,near,osm
ir-n3072257585,ir-n3072266593,near,osm
ir-n3072266596,ir-n3072266597,near,osm
ir-n3072266596,ir-n3072257585,near,osm
ir-n3072266596,ir-n4760139922,near,osm
ir-n3072266597,ir-n4760139922,near,osm
ir-n3072266597,ir-n10128242978,near,osm
ir-n4397746599,ir-n10814070653,near,osm
ir-n4397746599,ir-n10864060495,near,osm
ir-n4397746599,ir-n10128242978,near,osm
ir-n4760139922,ir-n10128242978,near,osm
ir-n9883270248,ir-n3072257584,near,osm
ir-n9883270248,ir-n3072236860,near,osm
ir-n10128242978,ir-n10814070653,near,osm
ir-n10814070653,ir-n10864060495,near,osm
ir-n10864060495,ir-n10128242978,near,osm
ir-n11278416559,ir-n3072236862,near,osm
ir-n3085821572,ir-n6299377045,near,osm
ir-n3085821572,ir-n6299377044,near,osm
ir-n3085821572,ir-n6299377046,near,osm
ir-n6299377043,ir-n6299377044,near,osm
ir-n6299377043,ir-n3085821572,near,osm
ir-n6299377043,ir-n6448525335,near,osm
ir-n6299377044,ir-n6299377045,near,osm
ir-n6299377045,ir-n6299377046,near,osm
ir-n6299377045,ir-n6299377047,near,osm
ir-n6299377046,ir-n6299377047,near,osm
ir-n6299377047,ir-n6299585537,near,osm
ir-n6299521391,ir-n6448525335,near,osm
ir-n6299521391,ir-n6299377043,near,osm
ir-n6299521391,ir-n6299377044,near,osm
ir-n6299585537,ir-n6299377046,near,osm
ir-n6299585537,ir-n6299377045,near,osm
ir-n6448525335,ir-n6299377044,near,osm
ir-n3089673365,ir-n3254907081,near,osm
ir-n3089673365,ir-n3246672151,near,osm
ir-n3089673365,ir-n3254907085,near,osm
ir-n3246672151,ir-n3254907081,near,osm
ir-n3246672151,ir-n3293162320,near,osm
ir-n3254907081,ir-n3293162320,near,osm
ir-n3254907082,ir-n3258037946,near,osm
ir-n3254907082,ir-n3254907083,near,osm
ir-n3254907082,ir-n10819305729,near,osm
ir-n3254907083,ir-n10819305729,near,osm
ir-n3254907083,ir-n3254907086,near,osm
ir-n3254907085,ir-n3258037946,near,osm
ir-n3254907085,ir-n3254907081,near,osm
ir-n3254907085,ir-n3293162320,near,osm
ir-n3254907086,ir-n10536265394,near,osm
ir-n3254907086,ir-n3293162320,near,osm
ir-n3258037946,ir-n3254907083,near,osm
ir-n3258037946,ir-n10819305729,near,osm
ir-n3293162320,ir-n10536265394,near,osm
ir-n10536265394,ir-n10819305729,near,osm
ir-n10819305729,ir-n3254907086,near,osm
ir-jafarabad-7,ir-n4892844446,near,osm
ir-jafarabad-7,ir-n4929425769,near,osm
ir-jafarabad-7,ir-n4892848598,near,osm
ir-n3118318398,ir-n4892812194,near,osm
ir-n3118318398,ir-n4942863671,near,osm
ir-n3118318398,ir-kuh-e-polis,near,osm
ir-n4300177491,ir-n4932301299,near,osm
ir-n4300177491,ir-n4972193143,near,osm
ir-n4300177491,ir-kuh-e-polis,near,osm
ir-n4892812194,ir-kuh-e-polis,near,osm
ir-n4892812194,ir-n4300177491,near,osm
ir-n4892816388,ir-n4894777778,near,osm
ir-n4892816388,ir-n4894777777,near,osm
ir-n4892816388,ir-n4942863671,near,osm
ir-n4892844446,ir-n4892848598,near,osm
ir-n4892844446,ir-n4929425769,near,osm
ir-n4892848598,ir-n4929425769,near,osm
ir-n4892848598,ir-n4958838441,near,osm
ir-kuh-e-polis,ir-n4972193143,near,osm
ir-n4894777777,ir-n4894777778,near,osm
ir-n4894777777,ir-n4916398861,near,osm
ir-n4894777778,ir-n4942863671,near,osm
ir-n4900220542,ir-n4900220544,near,osm
ir-n4900220542,ir-district-1-12,near,osm
ir-n4900220542,ir-n4916398859,near,osm
ir-n4900220544,ir-district-1-12,near,osm
ir-n4900220544,ir-n4916398865,near,osm
ir-n4916398855,ir-n4916398859,near,osm
ir-n4916398855,ir-n4929425764,near,osm
ir-n4916398855,ir-n4916398861,near,osm
ir-n4916398859,ir-n4916398861,near,osm
ir-n4916398859,ir-n4929425764,near,osm
ir-n4916398861,ir-n4929425764,near,osm
ir-n4916398861,ir-district-2-12,near,osm
ir-n4916398865,ir-district-1-12,near,osm
ir-n4916398865,ir-n4900220542,near,osm
ir-n4929425764,ir-district-2-12,near,osm
ir-n4929425770,ir-n4958838441,near,osm
ir-n4929425770,ir-n4972193143,near,osm
ir-n4929425770,ir-n4892844446,near,osm
ir-n4932301299,ir-n4972193143,near,osm
ir-n4932301299,ir-n4958838441,near,osm
ir-n4942863671,ir-n4892812194,near,osm
ir-n4958838441,ir-n4972193143,near,osm
ir-district-2-12,ir-kuh-e-polis,near,osm
ir-n3300318032,ir-n3300318033,near,osm
ir-n3300318032,ir-n3300325993,near,osm
ir-n3300318033,ir-n3300325993,near,osm
ir-n3300325993,ir-n3300326088,near,osm
ir-n3300326088,ir-n11299496187,near,osm
ir-n11299496187,ir-n3300325993,near,osm
ir-n3131085048,ir-n11389581457,near,osm
ir-n3131085048,ir-n3300335053,near,osm
ir-n3300335053,ir-n3300350510,near,osm
ir-n3300350510,ir-n12076828691,near,osm
ir-n3300350857,ir-n12076828691,near,osm
ir-n3300355321,ir-n3300356107,near,osm
ir-b,ir-b-2,near,osm
ir-b,ir-b-4,near,osm
ir-b,ir-n6015351892,near,osm
ir-b-2,ir-b9-neighbourhood,near,osm
ir-b-2,ir-n6015351892,near,osm
ir-b9-neighbourhood,ir-b8-neighbourhood,near,osm
ir-b9-neighbourhood,ir-b7-neighbourhood,near,osm
ir-b8-neighbourhood,ir-c,near,osm
ir-b8-neighbourhood,ir-b7-neighbourhood,near,osm
ir-c,ir-c-2,near,osm
ir-c,ir-c-4,near,osm
ir-c-2,ir-c-3,near,osm
ir-c-2,ir-c-4,near,osm
ir-c-3,ir-c-5,near,osm
ir-c-3,ir-c-4,near,osm
ir-c-4,ir-b7-neighbourhood,near,osm
ir-c-4,ir-c-6,near,osm
ir-c-5,ir-c-8,near,osm
ir-c-5,ir-c-9,near,osm
ir-c-6,ir-c-7,near,osm
ir-c-6,ir-n6472404019,near,osm
ir-c-7,ir-b-6,near,osm
ir-c-7,ir-c-9,near,osm
ir-c-8,ir-c-9,near,osm
ir-c-8,ir-c-7,near,osm
ir-b-3,ir-n6472404019,near,osm
ir-b-3,ir-n6480599327,near,osm
ir-b-3,ir-n6480599299,near,osm
ir-a,ir-b-2,near,osm
ir-a,ir-b9-neighbourhood,near,osm
ir-a,ir-a3-neighbourhood,near,osm
ir-b7-neighbourhood,ir-n6480599327,near,osm
ir-b7-neighbourhood,ir-n6015351892,near,osm
ir-b-4,ir-kaveh-industrial-site,near,osm
ir-b-4,ir-a3-neighbourhood,near,osm
ir-a2-neighbourhood,ir-a3-neighbourhood,near,osm
ir-a2-neighbourhood,ir-a1-neighbourhood,near,osm
ir-a2-neighbourhood,ir-a,near,osm
ir-a1-neighbourhood,ir-a3-neighbourhood,near,osm
ir-a1-neighbourhood,ir-a,near,osm
ir-a3-neighbourhood,ir-b,near,osm
ir-b-5,ir-n6480599299,near,osm
ir-b-5,ir-b-6,near,osm
ir-b-5,ir-n6472404019,near,osm
ir-maskan-e-mehr,ir-e3-neighbourhood,near,osm
ir-maskan-e-mehr,ir-e4-neighbourhood,near,osm
ir-maskan-e-mehr,ir-e1-neighbourhood,near,osm
ir-c-9,ir-c-6,near,osm
ir-e1-neighbourhood,ir-e4-neighbourhood,near,osm
ir-e1-neighbourhood,ir-e2-neighbourhood,near,osm
ir-e4-neighbourhood,ir-e5-neighbourhood,near,osm
ir-n6015351892,ir-n6480599327,near,osm
ir-n6015351892,ir-b-3,near,osm
ir-b-6,ir-n6480599299,near,osm
ir-b-6,ir-n6472404019,near,osm
ir-kaveh-industrial-site,ir-b-5,near,osm
ir-kaveh-industrial-site,ir-n6480599299,near,osm
ir-e5-neighbourhood,ir-d5,near,osm
ir-e5-neighbourhood,ir-maskan-e-mehr,near,osm
ir-e6-neighbourhood,ir-e3-neighbourhood,near,osm
ir-e6-neighbourhood,ir-maskan-e-mehr,near,osm
ir-e6-neighbourhood,ir-f5-neighbourhood,near,osm
ir-e3-neighbourhood,ir-e2-neighbourhood,near,osm
ir-e3-neighbourhood,ir-f4-neighbourhood,near,osm
ir-e2-neighbourhood,ir-maskan-e-mehr,near,osm
ir-f1-neighbourhood,ir-f4-neighbourhood,near,osm
ir-f1-neighbourhood,ir-f2-neighbourhood,near,osm
ir-f1-neighbourhood,ir-e2-neighbourhood,near,osm
ir-f2-neighbourhood,ir-f3-neighbourhood,near,osm
ir-f2-neighbourhood,ir-f4-neighbourhood,near,osm
ir-f3-neighbourhood,ir-n6472081232,near,osm
ir-f3-neighbourhood,ir-n6472081229,near,osm
ir-f4-neighbourhood,ir-f5-neighbourhood,near,osm
ir-f5-neighbourhood,ir-n6472081229,near,osm
ir-f5-neighbourhood,ir-n6472081232,near,osm
ir-n6472081229,ir-n6472081232,near,osm
ir-n6472404019,ir-n6480599327,near,osm
ir-n6472404019,ir-n6480599299,near,osm
ir-d5,ir-e4-neighbourhood,near,osm
ir-d5,ir-maskan-e-mehr,near,osm
ir-golestan-yekom-mehrshahr,ir-n4930578252,near,osm
ir-n3148242365,ir-shikhabad,near,osm
ir-n3148242365,ir-n6438585800,near,osm
ir-n3148242365,ir-solimanabad,near,osm
ir-solimanabad,ir-shikhabad,near,osm
ir-solimanabad,ir-n5167646007,near,osm
ir-shikhabad,ir-n5167646007,near,osm
ir-n5167646007,ir-n7968087306,near,osm
ir-n5167646007,ir-n7968080792,near,osm
ir-n5171338675,ir-mohamadyeh,near,osm
ir-n5171338675,ir-solimanabad,near,osm
ir-n5171338675,ir-shikhabad,near,osm
ir-mohamadyeh,ir-solimanabad,near,osm
ir-mohamadyeh,ir-shikhabad,near,osm
ir-n6438585800,ir-shikhabad,near,osm
ir-n6438585800,ir-solimanabad,near,osm
ir-n7968080792,ir-n7968087306,near,osm
ir-n7968080792,ir-shikhabad,near,osm
ir-n7968087306,ir-shikhabad,near,osm
ir-zenderod-town,ir-n6438585800,near,osm
ir-goldasht,ir-qods-town-2,near,osm
ir-goldasht,ir-n4446818891,near,osm
ir-qods-town-2,ir-n4446818891,near,osm
ir-karkaj,ir-khavaran-2,near,osm
ir-soltaniyeh,ir-n13395284050,near,osm
ir-qaleh-ye-mowtowr,ir-qaleh-ye-aliabad,near,osm
ir-qaleh-ye-mowtowr,ir-qaleh-ye-mowtowr-2,near,osm
ir-qaleh-ye-mowtowr,ir-sahraye-lohramesh,near,osm
ir-qaleh-ye-mowtowr-2,ir-qaleh-ye-aliabad,near,osm
ir-qaleh-ye-mowtowr-2,ir-sahraye-lohramesh,near,osm
ir-qaleh-ye-aliabad,ir-sahraye-lohramesh,near,osm
ir-esfanjeh,ir-pachenar,near,osm
ir-esfanjeh,ir-robat-ablolan,near,osm
ir-esfanjeh,ir-paeen-kocheh,near,osm
ir-robat-ablolan,ir-pachenar,near,osm
ir-robat-ablolan,ir-paeen-kocheh,near,osm
ir-paeen-kocheh,ir-pachenar,near,osm
ir-paeen-kocheh,ir-sar-robatan,near,osm
ir-sar-robatan,ir-hefdah-tan,near,osm
ir-sar-robatan,ir-pachenar,near,osm
ir-omran,ir-n7130216440,near,osm
ir-omran,ir-shahrak-shardari-2,near,osm
ir-omran,ir-shahrak-alvand,near,osm
ir-shahrak-shardari-2,ir-n7130216440,near,osm
ir-shahrak-shardari-2,ir-shahrak-niro-entezami,near,osm
ir-shahrak-niro-entezami,ir-n7130216440,near,osm
ir-shahrak-niro-entezami,ir-omran,near,osm
ir-maskan-mehr-5,ir-andisheh-2,near,osm
ir-maskan-mehr-5,ir-shahrak-alvand-2,near,osm
ir-maskan-mehr-5,ir-shahrak-alvand,near,osm
ir-kazem-abad-3,ir-mahal-chal-va-taher,near,osm
ir-kazem-abad-3,ir-hefdah-tan,near,osm
ir-kazem-abad-3,ir-sar-robatan,near,osm
ir-baba-abdollah,ir-markaz-e-behdasht,near,osm
ir-baba-abdollah,ir-seyed-sadat,near,osm
ir-baba-abdollah,ir-park-shar-va-koy-farhangiyan,near,osm
ir-park-shar-va-koy-farhangiyan,ir-hefdah-tan,near,osm
ir-park-shar-va-koy-farhangiyan,ir-seyed-sadat,near,osm
ir-koche-bagh,ir-markaz-e-behdasht,near,osm
ir-koche-bagh,ir-seyed-sadat,near,osm
ir-koche-bagh,ir-baba-abdollah,near,osm
ir-seyed-sadat,ir-markaz-e-behdasht,near,osm
ir-seyed-sadat,ir-hefdah-tan,near,osm
ir-mahal-chal-va-taher,ir-hefdah-tan,near,osm
ir-mahal-chal-va-taher,ir-seyed-sadat,near,osm
ir-shahrak-alvand,ir-andisheh-2,near,osm
ir-shahrak-alvand,ir-shahrak-alvand-2,near,osm
ir-andisheh-2,ir-shahrak-alvand-2,near,osm
ir-n3237981608,ir-rushan-abad,near,osm
ir-hajiabad-7,ir-n6024082407,near,osm
ir-hajiabad-7,ir-n4458280508,near,osm
ir-n4458280508,ir-n6024082407,near,osm
ir-naysar,ir-n11613456281,near,osm
ir-baharan-3-19,ir-baharan-4-19,near,osm
ir-baharan-3-19,ir-farhangian-fase-1,near,osm
ir-baharan-3-19,ir-nasim-apartments,near,osm
ir-baharan-2-19,ir-baharan-1-19,near,osm
ir-baharan-2-19,ir-farhangian-phase-2-2,near,osm
ir-baharan-2-19,ir-farhangian-fase-1,near,osm
ir-baharan-4-19,ir-baharan-2-17,near,osm
ir-baharan-4-19,ir-nasim-apartments,near,osm
ir-baharan-4-19,ir-farhangian-fase-1,near,osm
ir-baharan-1-19,ir-farhangian-phase-2-2,near,osm
