place,name,kind,source
ir-qavshowq,قاوشق,colloquial,osm
ir-qechilu,قیچیلو,colloquial,osm
ir-qojur-2,Quchur,colloquial,osm
ir-quchaq,قوجاق,colloquial,osm
ir-sar-qal-eh,سرخال,colloquial,osm
ir-n3518621707,قشلاق سفید سید سلام;قشلاق سفید,colloquial,osm
ir-shah-neshin-2,شاهنشین,colloquial,osm
ir-shah-vali,شاهولی,colloquial,osm
ir-tazehabad-10,تازهاباد هیجان,colloquial,osm
ir-tazehabad-11,تازهاباد مران,colloquial,osm
ir-tazehabad-e-vazir,تازه آباد;تازهاباد وزیر,colloquial,osm
ir-vezman,وزمان;عثمان,colloquial,osm
ir-yengeh-kand,ینگی کند,colloquial,osm
ir-zaki-beg-e-sofla,ذکی بیگ سفلى,colloquial,osm
ir-zaki-beg-e-olya,ذکی بیگ علیا,colloquial,osm
ir-zarrineh-ye-varmazyar,زرینه,colloquial,osm
ir-aliabad-e-mardan,علی آباد;الیاباد مران,colloquial,osm
ir-najneh-ye-olya,نجینۀ بالا,colloquial,osm
ir-tazhan,Tazhan,colloquial,osm
ir-neyzeh-rud-e-kohneh,نیزه رود,colloquial,osm
ir-qa-i-bard,قاضی بدر;قایبرد,colloquial,osm
ir-qa-i-bard,قایی برد,spelling,osm
ir-qahrabad-e-altun,قهر آباد,colloquial,osm
ir-sabadlu,سبدلی,colloquial,osm
ir-sad-bar,سدباد;صد بار,colloquial,osm
ir-anjileh,هنسیله;انجیله,colloquial,osm
ir-anjineh-ye-ebrahim,انجینۀ سفلى,colloquial,osm
ir-anjineh-ye-reza,انجینۀ علیا,colloquial,osm
ir-barderash,برده رش,colloquial,osm
ir-bayazidabad-2,بایزاوه;بتز آباد;بایزید آباد,colloquial,osm
ir-benavileh-ye-kohneh,بناویله کهنه;بناویلۀ کهنه;که,colloquial,osm
ir-boneh-rezan,بنه رزان,spelling,osm
ir-boruzheh-kohneh,بردجکند;برژه کهنه;بروژۀ کهنه;بروژه کهنه,colloquial,osm
ir-chichuran,چیچوران,colloquial,osm
ir-churush,چروش,colloquial,osm
ir-damameh,دمامه;دمان,colloquial,osm
ir-downis,دنیس,colloquial,osm
ir-gavil,گوئیل,colloquial,osm
ir-geleh-sur-2,گله سوره,colloquial,osm
ir-givehrud-e-kukh,گیوهرود,colloquial,osm
ir-gurehdar,گورهدار,colloquial,osm
ir-havareh-khul,هواره خور;هواره خول,colloquial,osm
ir-kani-bey,کانی بی,colloquial,osm
ir-kani-now,Kani Nav,colloquial,osm
ir-kukh-e-kani-guyz,کانی سرو,colloquial,osm
ir-kukh-e-bowalhasan,کوه بو الحسن,colloquial,osm
ir-kukh-e-obal,کوه ابل,colloquial,osm
ir-marzelan,مرزلان,colloquial,osm
ir-masidar,ماهیدر;ماسیدر;ماهی در,colloquial,osm
ir-mirabad-e-olya,میراباد بالا,colloquial,osm
ir-saluk-e-sofla,سالوک پائین;سالوک سفلى,colloquial,osm
ir-saluk-e-olya,سالوک بالا;سالوک علیا,colloquial,osm
ir-sefidareh,Safid Dareh,colloquial,osm
ir-sheykh-ol-eslam,کوخ شیخ الاسلام,colloquial,osm
ir-tawakal,توکل,colloquial,osm
ir-zali,زاله;زالی,colloquial,osm
ir-zarrowboneh,زربنه,colloquial,osm
ir-zarvav-e-olya,زوار بالا,colloquial,osm
ir-arab-oghli-ye-olya,عرب وغلوی بالا,colloquial,osm
ir-arab-oghli-ye-sofla,عرب وغلوی پائین,colloquial,osm
ir-bashvan,بانشوان,colloquial,osm
ir-baydar-e-sofla,بایدر پائین,colloquial,osm
ir-baydar-e-olya,بایدر بالا,colloquial,osm
ir-berveshkani,بروشکانی;برویش کانی,colloquial,osm
ir-bu-in-e-olya,بوئین;بوین علیا;بوین بالا;بیان دره;بوئین بالا;بوئین علیا,colloquial,osm
ir-bukhlu,بخلو;بوخلو,colloquial,osm
ir-chuparv,چمپاراو,colloquial,osm
ir-dargah-e-soleyman,Dargah Soleyman,colloquial,osm
ir-darreh-vazan,دره وزان جدید,colloquial,osm
ir-degaga,دگاگاه;ده گاگه;ده آقا;دگاگا;Degagah,colloquial,osm
ir-do-sineh,دو سینه;دوسینه,colloquial,osm
ir-dulaguyer,دلگور;دلکور,colloquial,osm
ir-hajj-mamzan,حاجی ممدان;حجی محمد دان;حاجی محمدان,colloquial,osm
ir-hang-chineh,هنگ چینه;هنگچینه;گمگچین;هنگه چینه;گمگچینه,colloquial,osm
ir-harmidol,گرمدل;هرمیدول;هرمدل;گرمۀ دول;هرمه دول,colloquial,osm
ir-inchekeh,ینچکه,colloquial,osm
ir-kakeh-siab,کاکهسیاب,colloquial,osm
ir-kani-dazdan,رستمی,colloquial,osm
ir-kani-mamer,کنی مامر;خانی محمد;کانی مامر,colloquial,osm
ir-khan-e-amiran,خانه میران,colloquial,osm
ir-khusheh-darreh-2,وشه دره;خشه دره خر خره;خوشه دره,colloquial,osm
ir-kolahvel,کلاه دول,colloquial,osm
ir-kuh-e-qader-beyg-kukh-e-yunes,کوخ فقیه یونس,colloquial,osm
ir-mam-seyf-od-din,ممسودر;ممسوه دار;مام سفد دین;مام سیف الدین,colloquial,osm
ir-marqad,مرقد سورین,colloquial,osm
ir-meleh-qeshlaq,مله,colloquial,osm
ir-mishav-e-bozorg,میشاو سفلى;میشاب پائین,colloquial,osm
ir-nanor,پهلوی دژ;ننر;ننور,colloquial,osm
ir-oshtormel,اشتر مل;اشترمل,colloquial,osm
ir-qamishleh-2,قموشلان;قامیشله,colloquial,osm
ir-qareh-boqreh,قره بغره;قره بقره;قر بقر,colloquial,osm
ir-qoulaster,قول استر;قلستر;قول استیر;قولستر,colloquial,osm
ir-sartazen,کوخ سر تزین;سرتزین,colloquial,osm
ir-sefid-kamareh,سفید کره;سفید کمره,colloquial,osm
ir-seh-kuchkeh,سه کچکه,colloquial,osm
ir-semaqan,سماقان,colloquial,osm
ir-seyf,سف;دگاگاه;سیف,colloquial,osm
ir-shasheh,شش;سشه;ششه,colloquial,osm
ir-shilan-2,شیلان,colloquial,osm
ir-siabad,سیف آباد,colloquial,osm
ir-siatiar,سیاطیار;ساطیار,colloquial,osm
ir-siran-band,سرمبل;سیران بند,colloquial,osm
ir-sisarag,سیسارگ,colloquial,osm
ir-sur-ab,سوراب,colloquial,osm
ir-surehban,سورهبان,colloquial,osm
ir-suren,سورین,colloquial,osm
ir-suteh,سیف طاله;سال;ساله;سوته,colloquial,osm
ir-anjirebus,Anjirebus-e Bala;Anjirbajsi,colloquial,osm
ir-anjireh-ye-ban-avareh,Anjirebanvareh;Anjir Banavareh;Anjireban Avareh;Sarzal,colloquial,osm
ir-ayenehvand,A'inehvand,colloquial,osm
ir-ban-avareh,Banzardban Avareh;Banavareh,colloquial,osm
ir-banavajkuh,Banavachkah,colloquial,osm
ir-banavajkuh,بناوچکوه,spelling,osm
ir-bani-hu,Banihu,colloquial,osm
ir-bani-pariab,Bani Paria,colloquial,osm
ir-bayel,Bayer,colloquial,osm
ir-biashush,Beya Shush,colloquial,osm
ir-bilegi,Savar Bilegi;Lasavar,colloquial,osm
ir-bozmirabad,Bizmarabad;Bazmirabad;Bezmirabad;Bozmir Abad,colloquial,osm
ir-chahar-divar,Chahar Divar,colloquial,osm
ir-chalani-ye-sofla,Chilaneh-ye Bala;Chalaneh-ye Sofla,colloquial,osm
ir-chalani-ye-olya,Chalaneh-ye `Olya;Chilaneh-ye Bala,colloquial,osm
ir-cham-rud,Bakhimiri,colloquial,osm
ir-chenareh-ye-ali-mur,Chenareh-ye `Ali Madad,colloquial,osm
ir-cheshm-e-zereshk-esperi,Cham Zereshk-e Esperi;Marzeh Jar,colloquial,osm
ir-cheshmeh-godar,Cheshmeh Zeylan;Cham Begar,colloquial,osm
ir-cheshmeh-nezar-e-sofla,Sorkheh Tut;Chaman Zar-e Sofla,colloquial,osm
ir-cheshmeh-nezar-e-olya,Cheshmeh-ye Nazar Bala;Chaman Zar-e `Olya;Cheshmeh Nezar,colloquial,osm
ir-cheshmeh-sefid-4,Deh Sefid,colloquial,osm
ir-cheshmeh-sefid-5,Kani Chamrow,colloquial,osm
ir-choqamaran-e-bargur,Choqa Maru,colloquial,osm
ir-chubabad,Chugolabad,colloquial,osm
ir-dangi-ye-abbas,Dengi-ye `Abbas Dareh Zard,colloquial,osm
ir-dar-rash-e-sofla,Dar Larasht;Dareh Rash,colloquial,osm
ir-dar-e-alarad,Darlarad,colloquial,osm
ir-dar-e-nilehgar,Darnileh-ye Eskandar,colloquial,osm
ir-vani-sar,Vani Sar,colloquial,osm
ir-dasht-e-leyl,Dashti Leyl-e Hoseynabad,colloquial,osm
ir-davaleh,Davaleh Banmiri,colloquial,osm
ir-n3520076982,Maveh Zaran;Khosrow Basheh,colloquial,osm
ir-n3520076982,دواله پایین,spelling,osm
ir-deh-rash,Deh Rash-e Bazan,colloquial,osm
ir-deh-rash-e-nahrab,Deh Rash;Nahrab-e Deh Rash,colloquial,osm
ir-deh-tut-e-sofla,Dehtui;Deh Tut;Deh Tuveh;Dehtu-ye Pa'in,colloquial,osm
ir-deh-tut-e-olya,Deh Tut;Dehtu-ye `Olya;Dehtu-ye Bala,colloquial,osm
ir-deh-e-sheykh,Deh Sheykh,colloquial,osm
ir-fuladi-ye-sofla,Fuladi-ye Pa'in,colloquial,osm
ir-fuladi-ye-olya,Fuladi-ye Bala,colloquial,osm
ir-gardi-vazn,Gardivzan,colloquial,osm
ir-gavaleh-kalash,Govaleh;Kovileh;Gavileh;Kavileh;Guyaleh,colloquial,osm
ir-gerusheh-ye-sofla,Gerisheh-ye Sofla,colloquial,osm
ir-gonbad-ab,Gandab;Gunab,colloquial,osm
ir-gugerd,Mazra`eh-ye Gugerd,colloquial,osm
ir-haleh-siah,Nis Kajreh;Niskeh Jareh,colloquial,osm
ir-halugah,Heyuveh,colloquial,osm
ir-hashamar,Hashamar,colloquial,osm
ir-holul,Halul,colloquial,osm
ir-hoseynabad-18,Hoseynabad-e Nakhdeh,colloquial,osm
ir-howz-e-seyyed-morad,Howz-e Seyyed Morad;Deh-e Seyyed Morad,colloquial,osm
ir-howz-e-sheykh,Howz-e Sheykh-e Zemkan,colloquial,osm
ir-huleh-ye-sofla,Darreh Huleh;Deh Huleh-ye Sofla,colloquial,osm
ir-huleh-ye-olya,Deh Huleh-ye `Olya;Huleh,colloquial,osm
ir-jangeh-ye-olya,Jangaleh-ye `Olya;Jangeh,colloquial,osm
ir-n3520078147,Katkhuda Hasan;Kadkhoda Hasan;Kalkhuda Hasan,colloquial,osm
ir-kafreh-e-salman,Kafru Salman,colloquial,osm
ir-kalaf-siah,Kolah Siah,colloquial,osm
ir-kalash-tarkeh,Kelash Tarkar,colloquial,osm
ir-kalash-e-nahang,Nehang;Nahang,colloquial,osm
ir-kalun,Kalvin,colloquial,osm
ir-kani-danial,Kani Daniar,colloquial,osm
ir-n3520078162,Kani Gol-e Bala,colloquial,osm
ir-kani-gowhar,Kani Gowhar,colloquial,osm
ir-kani-rash-2,Kani Resh,colloquial,osm
ir-kani-ye-karim-darmaran,Kani Karim Yarvali,colloquial,osm
ir-kezi,Kezeh,colloquial,osm
ir-khanomabad,Pir Baba,colloquial,osm
ir-kheyl-e-baba,Kheyl Baba,colloquial,osm
ir-khoda-morovvat,Khodamoruti;Khodamorut,colloquial,osm
ir-khowrin,Khurneyn,colloquial,osm
ir-kona-gorg,Kona Gorgor;Kona Garyeh,colloquial,osm
ir-kuga-ye-olya,Kugah,colloquial,osm
ir-kuri,Guri,colloquial,osm
ir-melah-tut,Melahtut,colloquial,osm
ir-meydan-namak-e-sofla,Meydan Namak-e `Olya,colloquial,osm
ir-meydan-e-tafalli,Meydan Tofli,colloquial,osm
ir-mir-abdoli,Mir `Abdoli-ye Zarrin Choqa,colloquial,osm
ir-mir-ali-ye-darab,Mivali-ye `Olya;Mivali Shirkhan,colloquial,osm
ir-mir-ali-ye-mirkhan,Meyvoli;Mivali-ye Sofla;Mivali,colloquial,osm
ir-naqadeh-pa-in,Naqdeh-ye Sofla,colloquial,osm
ir-negareh,Tireh `Ali,colloquial,osm
ir-neyrazh-e-sofla,Beh Sheleh,colloquial,osm
ir-nimeh-kareh-2,Nesfeh Kar;Nimeh Kar,colloquial,osm
ir-labagh,Tazehabad-e Labagh,colloquial,osm
ir-laran-e-olya,Laran-e `Olya,colloquial,osm
ir-malachiyeh,Mollachiyeh,colloquial,osm
ir-mansur-e-aqa-i,شاهو,old,osm
ir-mansur-e-aqa-i,Mansurabad;Mansur Aqa'i,colloquial,osm
ir-mareh-miv,Mir Mireh,colloquial,osm
ir-marzelan-2,Marzelan-e Mohammad Morad,colloquial,osm
ir-talazem,طلسم شهباز,spelling,osm
ir-tamar-khan,Tamar Khani,colloquial,osm
ir-torkahpan,Torkapan,colloquial,osm
ir-ulibak,Owla Bak,colloquial,osm
ir-urazu,Tamar Khan;`Urazeh,colloquial,osm
ir-yari,Yareh,colloquial,osm
ir-zalan,Zeylan,colloquial,osm
ir-zamkani,Zamkan-e `Olya,colloquial,osm
ir-zolmeh-sur,Zalmeh Sur;Zolmeh Sur;Zalm Sur,colloquial,osm
ir-n3520078344,Ali Baig Sultan;`Ali Bag Soltan,colloquial,osm
ir-aliabad-24,`Aliabad-e Sasal;Sasal,colloquial,osm
ir-azizabad-e-lusheh,Benavch-e Lusheh;Sheyan;Shian,colloquial,osm
ir-posht-kar,Posht Gur-e Choqa Maran,colloquial,osm
ir-posht-tang-e-cheshmeh-qolijan,Cheshmeh Qolikhan,colloquial,osm
ir-posht-tang-e-shayengan,Posht Tang-e Shaygan,colloquial,osm
ir-posht-e-kalavehgar,Kelaveh-ye Gari,colloquial,osm
ir-poshtang-e-abdalan,Posht Tang-e Ab Dalan,colloquial,osm
ir-qal-eh-tut-e-sofla,Taleh Tut;Talah Tut;Taleh Tuh;Taleh Tu,colloquial,osm
ir-qal-eh-zanjir,Qal`eh Zanjir-e Sofla,colloquial,osm
ir-qal-eh-zanjir-2,Qal`eh Zanjir-e `Olya,colloquial,osm
ir-qalicheh,Qal`eh Chegeh;Qal`eh-ye Chegeh,colloquial,osm
ir-qeshlaq-3,Qishlaq;Qeshlag,colloquial,osm
ir-qolqoleh-4,Qolgoleh,colloquial,osm
ir-sar-tayyareh,Sar Tavireh;Sar Tayareh,colloquial,osm
ir-sarab-bas-e-seyyed-ali,Sarabas;Sarab Bas,colloquial,osm
ir-sarab-e-bard-zanjir,Sarab-e Bard Zanjir-e Sofla;Sarab-e Zanjir,colloquial,osm
ir-saravareh,سر آواره,colloquial,osm
ir-setapan,Sehtapan,colloquial,osm
ir-shahgodar-e-mohammad,Shah Gozar;Banavech,colloquial,osm
ir-sharak-e-tamarkhan,Ziarat-e Tamarkhan,colloquial,osm
ir-shayengan,Shayegan;Shingan;Shanigan,colloquial,osm
ir-shervenineh,Shervineh,colloquial,osm
ir-n3520078549,Siyanab,colloquial,osm
ir-sorkhdeh-e-fathabad,Sorkh Deh;Sorkheh Deh,colloquial,osm
ir-sorkheban-e-olya,Sorkhban,colloquial,osm
ir-akbarabad-11,Akrabad,colloquial,osm
ir-barfi-gushkarri,Jegarlu Gush Kanish;Jegarlu Gush Kariz,colloquial,osm
ir-barq-va-yaran,Bargbaran;Bargobaran,colloquial,osm
ir-baveysi-ye-godar,Bavisi,colloquial,osm
ir-bayani,Beyani;Bishgan;Bashgan,colloquial,osm
ir-berimvand,Berimavand;Bali;Barimvand,colloquial,osm
ir-bi-bayani,Bibiani;Bibeyani,colloquial,osm
ir-dar-zanganeh-ye-pa-in,Dar Zangeneh-ye Pa'in,colloquial,osm
ir-darband-e-zard,Darvand-e Zard,colloquial,osm
ir-darshiyeh,Dar Reshteh;Dar-e Reshteh,colloquial,osm
ir-dastak-e-sofla,Boneh Dastak,colloquial,osm
ir-dastak-e-olya,Dastak,colloquial,osm
ir-elyasi-ye-khalifeh-hoseyn,Elyas-e Khalifeh Hasan,colloquial,osm
ir-elyasi-ye-mahmud,Elyas-e Mahmud,colloquial,osm
ir-falkhanjak-e-olya,Qalkhanchak;Qul Khanchak,colloquial,osm
ir-garraveh-ye-yek,Garawa;Garaveh,colloquial,osm
ir-gav-khari-ye-bala,Emam Abbas,colloquial,osm
ir-gav-khari-ye-pa-in,Gavkhori-ye Pa'in,colloquial,osm
ir-gol-e-khatu,Gol Khater,colloquial,osm
ir-havan,Hovan;Huvan,colloquial,osm
ir-hedayat-2,Shahsavar;Basti Hidayat;Hedayat-e Shahsavar,colloquial,osm
ir-henidar-e-sofla,Hendu-ye Sofla,colloquial,osm
ir-henidar-e-olya,Henidar-e Mafrazeh,colloquial,osm
ir-jalalvand-e-sofla,Javalvand-e Sofla;Jalalvand-e Pa'in,colloquial,osm
ir-jalalvand-e-olya,Jalalvand,colloquial,osm
ir-jegarlu-aqa-barar,Jegarluye Aqa Barar;Jegarlu,colloquial,osm
ir-jub-betyar,Shanqa,colloquial,osm
ir-kal-davud,Gol-e Davud,colloquial,osm
ir-n3520229920,Qalantar;Ebrahim-e Kalantar,colloquial,osm
ir-kardeh-now,Gardanu,colloquial,osm
ir-karim-nilaki,Karim Lilaki,colloquial,osm
ir-kelineh,Kolineh,colloquial,osm
ir-khazal-karr-e-kahrak,Khezel Kori Kohrek;Khazel Kari-ye Kahrak;Khazal Kari Kahrak,colloquial,osm
ir-kileh-sefid-2,Kal-e Sefid;Qal`eh-ye Safid;Qal`eh Sefid;Qal'eh Safid;Kel-e Sefid,colloquial,osm
ir-kolarah-mirki,Kak Mirki,colloquial,osm
ir-ku-ik,Ku'ik-e Shekar,colloquial,osm
ir-kuyaki-ye-majid,Kuyaki Majid;Kuyeki-ye Majid,colloquial,osm
ir-kuyaki-ye-aziz,Ku'ik-e `Aziz,colloquial,osm
ir-maleh-rulan,Meleh Rulan,colloquial,osm
ir-mashganar,Meshkenar,colloquial,osm
ir-mian-mil,Meyan Mil;Mianmil,colloquial,osm
ir-mish-rangin-e-hajji-qader,Mish Rangin,colloquial,osm
ir-morad-khani,A'inehvand-e Moradkhani;A'inehvand,colloquial,osm
ir-na-lband-garji,Na`lband,colloquial,osm
ir-nasrabad-seyyed-hatam,Nasrabad Seyyed,colloquial,osm
ir-ney-pahn-e-abdollah,Pahn Abdollah;Saiyid Ahmad;Seyyed Ahmad;Nasrabad Seyyed Ahmad,colloquial,osm
ir-nowdiyeh,Nowdeh,colloquial,osm
ir-pespes,Paspas;Pas Pas,colloquial,osm
ir-pol-e-tut,Pal-e Tut;Dartut,colloquial,osm
ir-qal-eh-bhadri,Qal`eh Badri-ye Soltan Morad,colloquial,osm
ir-qal-eh-rashid-aqa,Rashid `Abbasi;Gali;Qal'eh Pes Pes;Guli,colloquial,osm
ir-qareh-bolagh-e-a-zam,Qarah Bolagh-e A`zam,colloquial,osm
ir-qareh-sani,Qareh Sini,colloquial,osm
ir-gheitek,Qeytak,colloquial,osm
ir-ravileh-ye-bala,Rovileh;Ravileh,colloquial,osm
ir-rezalak,`Ali Gerdeh;`Ali Gardeh,colloquial,osm
ir-rikhak-e-sofla,Haft Sahmi,colloquial,osm
ir-sar-qal-eh-ye-bala,Sar Qal`eh-ye Tazehabad;Sar Qal`eh;Sar Kal,colloquial,osm
ir-sarab-e-garm,Sarab Garm;Sarabgarm,colloquial,osm
ir-sarableh-2,Saravaleh,colloquial,osm
ir-seyyed-ahmad,Saiyid Ahmad;Nasrabad-e Seyyed Ahmad,colloquial,osm
ir-seyyed-sa-id,تپه قبرستان,colloquial,osm
ir-seyyed-sohrab,Seyyed Fotuh;Saiyid Fatu;Sayid Fata,colloquial,osm
ir-shirin-ab-e-ghazal-khanom,Shirin Ab,colloquial,osm
ir-tappeh-darkhan,تپه دارخان,spelling,osm
ir-tappeh-kalik,Tappeh-ye Kalik,colloquial,osm
ir-tappeh-maran,Tappeh-ye Maran,colloquial,osm
ir-tappeh-rash-2,Taqtaq;Kal-e Taktak,colloquial,osm
ir-tappeh-azimeh,Tappeh-ye `Azimeh,colloquial,osm
ir-tayeni,Tini,colloquial,osm
ir-tayesh,Ta'esheh Mahmud Nazari;Talesheh Mahmood Nazari;Tayesheh-Ye-Mahmud;Ta'esheh Mahmud,colloquial,osm
ir-tileh-kuh-e-bala,Tilekuh-e `Olya;Tilahkuh,colloquial,osm
ir-tu-khoshkeh,Tuvashkeh;Towoshkeh,colloquial,osm
ir-tut-khoshkeh,Tukhoshkeh;Toveh Khoshkeh,colloquial,osm
ir-zarrin-ju,Zarrin Jub;Zarrinju;Zarrin Jow;Zarkinju,colloquial,osm
ir-zarrin-ju-2,Qal`eh Pahn Bas;Zarrin Jub,colloquial,osm
ir-asgar-khani,Shahid Saduqi;`Asgar Khan,colloquial,osm
ir-a-ineh,A'ineh Vand;Aina,colloquial,osm
ir-amrabad,`Amrabad,colloquial,osm
ir-baba-jani-ye-abu-dajaneh,Baba Jani;Baba Jani-ye `Abd ol Mohammad,colloquial,osm
ir-baba-jani-ye-bala,Darabi;Darab Baba Jani,colloquial,osm
ir-baba-jeyran,Baba Heyran,colloquial,osm
ir-ban-bid,Banbil,colloquial,osm
ir-bansheleh,Banishellah;Banshala;Boncheleh,colloquial,osm
ir-baravand-e-barishah,Barishah-e Khuybar,colloquial,osm
ir-baravand-e-sofla,Barevand-e Sofla;Baravand-e Pa'in,colloquial,osm
ir-baravand-e-olya,Baravand;Baravand-e Bala;Barevand-e `Olya,colloquial,osm
ir-bavekeh-deh,Bavekeh,colloquial,osm
ir-belezin-e-sofla,Belehzin-e Sofla,colloquial,osm
ir-belezin-e-olya,Balazin-ye Bala,colloquial,osm
ir-bi-nahr-e-sofla,Binahr-e Sofla,colloquial,osm
ir-bi-nahr-e-olya,Binahr-e `Olya,colloquial,osm
ir-biameh,Bayameh,colloquial,osm
ir-biameh-ye-sofla,Beyameh-ye Sofla,colloquial,osm
ir-biameh-ye-olya,Biameh-ye Bala;Beyameh-ye `Olya,colloquial,osm
ir-bildad,Birda,colloquial,osm
ir-chalabeh-ye-shah-mohammad,Chalabeb-ye Shah Mohammad;Chalaveh,colloquial,osm
ir-chalaveh-ye-mavali-ye-najaf,Chalaveh,colloquial,osm
ir-dareh-rash,Darreh Rashid;Darreh-ye Rashid;Dar-e Rash;Dar Rash;Dareh Rashi,colloquial,osm
ir-dargeh,Darkeh,colloquial,osm
ir-darvit,Darvid,colloquial,osm
ir-deh-e-jami,Deh-i-Jami;Deh Jami;Dih-i-Jami,colloquial,osm
ir-deh-e-lotfi,Deh Lafteh,colloquial,osm
ir-derkah,Darkeh,colloquial,osm
ir-divkah-e-bibian,Deh `Abbas;Divgah-e Bibian,colloquial,osm
ir-dolangan-e-bala,Dolangan-e `Olya;Dulgan-e Bala,colloquial,osm
ir-dolangan-e-pa-in,Dulgan-e Pa'in;Dolangan-e Sofla,colloquial,osm
ir-dowlatabad-6,Daulatabad,colloquial,osm
ir-dushmian,Dush-e Mian,colloquial,osm
ir-garrab-e-sofla,Garab-e Sofla,colloquial,osm
ir-garrab-e-olya,Garab-e `Olya,colloquial,osm
ir-gel-sefid,Gala Safid;Gel Safid;Qala Safid,colloquial,osm
ir-gorgi-dar,Gorgidar,colloquial,osm
ir-n3520297345,Habib-e Reza Veus,colloquial,osm
ir-kah-sareh,Kasareh;Kalsara;Kasehrah;Kah Sara;Hajji Mirza Khan;Kasereh,colloquial,osm
ir-kanduleh,کەندولە  کندولە,colloquial,osm
ir-kaneh-har,Kanahar;Kandahar,colloquial,osm
ir-n3520297363,شبانکاره,spelling,osm
ir-quji-bashi,Quji Bashi,colloquial,osm
ir-n3520297367,کەندولە  کندولە بالا,colloquial,osm
ir-khorramabad-e-sofla,Khorram Abad;Khorramabad-e Pa'in;Khurramabad,colloquial,osm
ir-khorramabad-e-olya,Khorramabad-e Bala;Khurramabad,colloquial,osm
ir-kolah-mal,Kalah Mal,colloquial,osm
ir-kuh-hasanabad,کوه حسن آباد,colloquial,osm
ir-kuh-qal-eh-sefid,کوه قلعه سفید,colloquial,osm
ir-kuh-tappeh,کوه تپه,colloquial,osm
ir-kusehha,Kuseh Ha;Kuseh;Kusheh,colloquial,osm
ir-labani,Lemini,colloquial,osm
ir-lavasani,Hajji Shahbaz Khan,colloquial,osm
ir-n3520297632,Meramath;Mahki Mehrmat,colloquial,osm
ir-mahaki-naser,Mahki Mehranat,colloquial,osm
ir-pol-mahiyat,Pul Mahib;Pol Mahit;Mahaki Pul Mahi;Mahki Pol Mahi,colloquial,osm
